locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
1213281,"BOWL'D ACAI, LLC.",Truck,9301000,MONTGOMERY ST: CALIFORNIA ST to SACRAMENTO ST (400 - 499),451 MONTGOMERY ST,240001,240,1,18MFF-0102,APPROVED,Acai Bowls: Smoothies: Juices,6011767.937,2117013.017,37.79357693,-122.4032299,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0102&ExportPDF=1&Filename=18MFF-0102_schedule.pdf,Mo/We/Fr:9AM-3PM,,10/10/2018 0:00,9/4/2018,0,7/15/2019 0:00,"(37.7935769332618, -122.403229876701)"
1171819,Faith Sandwich,Push Cart,8627000,MAIN ST: MARKET ST to MISSION ST (1 - 99),58 MAIN ST,3711005,3711,5,18MFF-0032,REQUESTED,BBQ PORK SANDWICHGRILL CHICKEN SANDWICHSHIRMP SPRING ROLLSBBQ PORK OVER RICEGRILL CHICKEN OVER RICEBBQ PORK VERMICELLIGRILL CHICKEN VERMICELLIBBQ PORK GARLIC NOODLEGRILL CHICKEN GARLIC NOODLE,6013902.41,2116435.193,37.79210934,-122.3958039,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0032&ExportPDF=1&Filename=18MFF-0032_schedule.pdf,Mo-Fr:8AM-5PM,10/12/2018 0:00,,6/6/2018,0,7/15/2019 0:00,"(37.792109338609, -122.395803865502)"
1222440,Faith Sandwich,Push Cart,9090000,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,3708095,3708,95,18MFF-0108,REQUESTED,BBQ PORK SANDWICHGRILL CHICKEN SANDWICHSHIRMP SPRING ROLLSBBQ PORK OVER RICEGRILL CHICKEN OVER RICEBBQ PORK VERMICELLIGRILL CHICKEN VERMICELLIBBQ PORK GARLIC NOODLEGRILL CHICKEN GARLIC NOODLE,6012851.27,2115274.827,37.78886472,-122.3993594,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0108&ExportPDF=1&Filename=18MFF-0108_schedule.pdf,Mo-Fr:8AM-3PM,10/12/2018 0:00,,9/25/2018,0,7/15/2019 0:00,"(37.788864715343, -122.399359351363)"
1152244,San Francisco's Hometown Creamery,Truck,6109000,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),281 GEARY ST,314013,314,13,17MFF-0001,APPROVED,Ice cream,6010423.418,2114694.802,37.78713649,-122.4077185,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0001&ExportPDF=1&Filename=17MFF-0001_schedule.pdf,Su:11AM-11PM;Fr/Sa:6PM-11PM,,10/16/2018 0:00,1/9/2017,0,7/15/2019 0:00,"(37.7871364910861, -122.407718509001)"
751253,Pipo's Grill,Truck,5688000,FOLSOM ST: 14TH ST to 15TH ST (1800 - 1899),1800 FOLSOM ST,3549083,3549,83,16MFF-0010,REQUESTED,Tacos: Burritos: Hot Dogs: and Hamburgers,6007856.719,2107724.046,37.76785244,-122.4161049,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0010&ExportPDF=1&Filename=16MFF-0010_schedule.pdf,,,,2/4/2016,0,,"(37.7678524427181, -122.416104892532)"
735318,Ziaurehman Amini,Push Cart,30727000,MARKET ST: DRUMM ST intersection,5 THE EMBARCADERO,234017,234,17,15MFF-0159,REQUESTED,,6013916.72,2117244.027,37.794331,-122.3958111,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0159&ExportPDF=1&Filename=15MFF-0159_schedule.pdf,,,,12/31/2015,0,3/15/2016 0:00,"(37.7943310032468, -122.395811053023)"
364218,The Chai Cart,Push Cart,9543000,NEW MONTGOMERY ST: AMBROSE BIERCE ST to MISSION ST (77 - 99),79 NEW MONTGOMERY ST,3707014,3707,14,12MFF-0083,SUSPEND,Hot Indian Chai (Tea),6012504.312,2114926.774,37.7878897,-122.4005353,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0083&ExportPDF=1&Filename=12MFF-0083_schedule.pdf,Mo-Su:7AM-6PM,,,4/3/2012,0,,"(37.7878896999061, -122.400535326777)"
735315,Ziaurehman Amini,Push Cart,4969000,DRUMM ST: MARKET ST to CALIFORNIA ST (1 - 6),1 CALIFORNIA ST,264004,264,4,15MFF-0159,REQUESTED,,6013552.57,2116844.5,37.79321373,-122.397043,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0159&ExportPDF=1&Filename=15MFF-0159_schedule.pdf,,,,12/31/2015,0,3/15/2016 0:00,"(37.7932137316634, -122.397043036718)"
773095,Athena SF Gyro,Push Cart,30747000,MARKET ST: 11TH ST intersection,10 SOUTH VAN NESS AVE,3506004,3506,4,15MFF-0145,REQUESTED,Gyro pita bread (Lamb or chicken): lamb over rice: chicken over rice: chicken biryani rice: soft drinks,6006927.466,2110076.439,37.77425926,-122.419486,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0145&ExportPDF=1&Filename=15MFF-0145_schedule.pdf,We/Th/Fr:6AM-6PM,,,9/1/2015,0,,"(37.77425926306, -122.419485988398)"
773105,Athena SF Gyro,Push Cart,417000,08TH ST: BRANNAN ST to TOWNSEND ST (600 - 699),699 08TH ST,3783009,3783,9,15MFF-0145,REQUESTED,Gyro pita bread (Lamb or chicken): lamb over rice: chicken over rice: chicken biryani rice: soft drinks,6011509.501,2108803.834,37.771022,-122.4035463,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0145&ExportPDF=1&Filename=15MFF-0145_schedule.pdf,Mo-We:6AM-6PM,,,9/1/2015,0,,"(37.7710219992437, -122.403546254184)"
848184,Reecees Soulicious,Truck,2799106,BAY SHORE BLVD: END to OAKDALE AVE (185 - 299) -- EAST --,201 BAY SHORE BLVD,5559021,5559,21,16MFF-0139,REQUESTED,Fried Chicken: Fried Fish: Greens: Mac & Cheese: Peach Cobbler: and String beans,6011355.555,2099442.374,37.74530891,-122.4034201,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0139&ExportPDF=1&Filename=16MFF-0139_schedule.pdf,Mo-We:7AM-7PM,,,9/8/2016,0,3/15/2017 0:00,"(37.7453089086563, -122.403420059999)"
848185,Reecees Soulicious,Truck,211101,03RD ST: NEWCOMB AVE to OAKDALE AVE (4701 - 4799) -- EAST --,4705 03RD ST,5311036,5311,36,16MFF-0139,REQUESTED,Fried Chicken: Fried Fish: Greens: Mac & Cheese: Peach Cobbler: and String beans,6015109.358,2095613.38,37.73500423,-122.3901725,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0139&ExportPDF=1&Filename=16MFF-0139_schedule.pdf,Th/Fr/Sa:7AM-7PM,,,9/8/2016,0,3/15/2017 0:00,"(37.7350042289514, -122.3901724697)"
812018,Spice Affairs,Truck,9094000,MISSION ST: ANNIE ST to 03RD ST (663 - 699),667 MISSION ST,3722067,3722,67,16MFF-0126,REQUESTED,Chicken Tikka Masala: Vegetarian Rice Plate: Burritos: Tacos: Mango Lassi,6012350.571,2114444.914,37.78655805,-122.4010334,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0126&ExportPDF=1&Filename=16MFF-0126_schedule.pdf,,,,5/31/2016,0,,"(37.7865580501799, -122.40103337535)"
812017,Spice Affairs,Truck,12320000,SUTTER ST: CLAUDE LN to GRANT AVE (216 - 299),290 SUTTER ST,287014,287,14,16MFF-0126,REQUESTED,Chicken Tikka Masala: Vegetarian Rice Plate: Burritos: Tacos: Mango Lassi,6011162.135,2115691.265,37.78991387,-122.4052329,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0126&ExportPDF=1&Filename=16MFF-0126_schedule.pdf,,,,5/31/2016,0,,"(37.7899138671344, -122.405232892524)"
837171,Chilifruit,Push Cart,1346000,24TH ST: MISSION ST to OSAGE ALY (3300 - 3322),Assessors Block /Lot,,,,16MFF-0135,REQUESTED,Mangoneadas: Fruit snacks: Chamoyadas: Bionicos,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0135&ExportPDF=1&Filename=16MFF-0135_schedule.pdf,,,,8/5/2016,0,,"(0, 0)"
839524,Halal Cart of San Francisco,Push Cart,8742101,MARKET ST: 01ST ST \ BUSH ST to 02ND ST (501 - 599) -- SOUTH --,555 MARKET ST,3708057,3708,57,16MFF-0136,REQUESTED,Gyro; Chicken over rice; Gyro over rice;,6012693.864,2115651.384,37.78988988,-122.3999304,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0136&ExportPDF=1&Filename=16MFF-0136_schedule.pdf,,,,8/12/2016,0,,"(37.7898898782098, -122.399930411351)"
839523,Halal Cart of San Francisco,Push Cart,8741201,MARKET ST: FREMONT ST \ FRONT ST to 01ST ST \ BUSH ST (400 - 498) -- NORTH --,1 FRONT ST,266009,266,9,16MFF-0136,REQUESTED,Gyro; Chicken over rice; Gyro over rice;,6013006.032,2116325.123,37.79175721,-122.3988976,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0136&ExportPDF=1&Filename=16MFF-0136_schedule.pdf,,,,8/12/2016,0,,"(37.7917572059444, -122.398897636892)"
334914,"Halal Cart, LLC",Push Cart,8748101,MARKET ST: 05TH ST \ CYRIL MAGNIN ST to MASON ST \ TURK ST (901 - 941) -- SOUTH --,901 MARKET ST,3704001,3704,1,11MFF-0175,INACTIVE,Kebab: Halal Gyros: Grilled Halal Meat: Beverages,6010303.105,2113361.952,37.78347007,-122.4080407,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0175&ExportPDF=1&Filename=11MFF-0175_schedule.pdf,Sa-Su:12AM-3AM;Mo-Su:10AM-8PM;Fr/Sa:9PM-12AM,,,9/26/2011,0,,"(37.7834700660829, -122.408040736138)"
931094,Swell Cream & Coffee,Truck,12410000,TARAVAL ST: 34TH AVE to 35TH AVE (2400 - 2499),2450 TARAVAL ST,2363022,2363,22,17MFF-0002,REQUESTED,Ice cream: coffee: pastries,5985532.259,2098975.331,37.74255037,-122.4926771,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0002&ExportPDF=1&Filename=17MFF-0002_schedule.pdf,,,,1/30/2017,0,1/30/2018 0:00,"(37.7425503735592, -122.492677082215)"
931093,Swell Cream & Coffee,Truck,12412000,TARAVAL ST: 36TH AVE to SUNSET BLVD (2600 - 2649),2401 36TH AVE,2389001,2389,1,17MFF-0002,REQUESTED,Ice cream: coffee: pastries,5985030.8,2098527.088,37.74129028,-122.4943779,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0002&ExportPDF=1&Filename=17MFF-0002_schedule.pdf,,,,1/30/2017,0,1/30/2018 0:00,"(37.7412902847707, -122.494377920435)"
934561,M M Catering,Truck,9083000,MISSION ST: STEUART ST to SPEAR ST (35 - 99),98 MISSION ST,3713007,3713,7,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6014365.441,2116885.206,37.79337072,-122.3942333,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,Mo-Fr:7AM-9AM,,,2/13/2017,1,3/31/2018 0:00,"(37.7933707169278, -122.394233280448)"
934592,May Catering,Truck,7163000,,299 ILLINOIS ST,3850001A,3850,001A,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:10AM-11AM/12PM-1PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(0, 0)"
934609,May Catering,Truck,3887000,CHANNEL ST: 03RD ST to 04TH ST (0 - 0),Assessors Block 8711/Lot023,8711023,8711,23,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015253.35,2109839.763,37.77407484,-122.3906685,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo/Mo/Mo/Mo/Mo:9AM-10AM/10AM-11AM/12PM-1PM/1PM-2PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7740748410583, -122.390668458146)"
934600,May Catering,Truck,193201,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2800 03RD ST,4246001,4246,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015771.139,2102415.24,37.75371742,-122.388359,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:11AM-12PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7537174169021, -122.388359021044)"
934581,May Catering,Truck,10672000,POTRERO AVE: 24TH ST to 25TH ST (1200 - 1299),1200 POTRERO AVE,4265026,4265,26,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6010430.557,2102108.308,37.75257727,-122.4068064,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:9AM-10AM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7525772700714, -122.406806417152)"
755221,Fruteria Serrano,,9167000,MISSION ST: OCEAN AVE to PERSIA AVE (4650 - 4699),4650 MISSION ST,6955044,6955,44,16MFF-0011,REQUESTED,Fruits including mangoes: pineapples: coconuts: watermelon: corn: cucumber: potatoes chips: water: Mexican drinks: sodas: juices: snow cones,6001790.666,2091754.638,37.72366128,-122.4359438,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0011&ExportPDF=1&Filename=16MFF-0011_schedule.pdf,Mo/Th/Fr:11AM-6PM,,,2/17/2016,0,3/15/2017 0:00,"(37.7236612795053, -122.43594382524)"
934565,M M Catering,Truck,7173000,ILLINOIS ST: 24TH ST to 25TH ST (1400 - 1499),1499 ILLINOIS ST,4244002,4244,2,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6016265.425,2102158.675,37.75304032,-122.3866318,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,Mo-Fr:5PM-6PM,,,2/13/2017,1,3/31/2018 0:00,"(37.7530403201943, -122.386631763538)"
1024464,Senor Sisig,Truck,3525000,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),101 CALIFORNIA ST,263011,263,11,16MFF-0143,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,6013245.668,2116754.292,37.79294895,-122.3980986,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0143&ExportPDF=1&Filename=16MFF-0143_schedule.pdf,Mo/We/Fr:10AM-3PM,9/15/2017 0:00,6/4/2018 0:00,12/2/2016,0,7/15/2019 0:00,"(37.7929489528347, -122.398098613167)"
934582,May Catering,Truck,1259000,23RD ST: HARRISON ST to TREAT AVE (3000 - 3053),3000 23RD ST,3639004,3639,4,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:9AM-10AM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(0, 0)"
934569,M M Catering,Truck,716000,16TH ST: HAMPSHIRE ST to BRYANT ST (2200 - 2399),Assessors Block 3930A/Lot002,3930A002,3930A,2,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6009824.81,2107195.241,37.76651093,-122.4092601,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,Mo-Fr:7PM-8PM,,,2/13/2017,1,3/31/2018 0:00,"(37.7665109269083, -122.40926014493)"
934570,M M Catering,Truck,7037000,HOWARD ST: HAWTHORNE ST to 03RD ST (648 - 699),661 HOWARD ST,3735040,3735,40,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6012797.551,2113994.294,37.78534568,-122.3994553,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,Mo-Fr:8PM-9PM,,,2/13/2017,1,3/31/2018 0:00,"(37.7853456766418, -122.399455276698)"
934568,M M Catering,Truck,6603000,HAIGHT ST: GOUGH ST to OCTAVIA ST (20 - 99),20 HAIGHT ST,853023,853,23,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6005961.175,2109761.804,37.77334088,-122.4228062,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,Mo-Fr:6PM-8PM,,,2/13/2017,1,3/31/2018 0:00,"(37.7733408773453, -122.422806203983)"
934562,M M Catering,Truck,2110000,ALABAMA ST: 17TH ST to MARIPOSA ST (400 - 499),400 ALABAMA ST,3968001,3968,1,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6008836.323,2106230.541,37.76380665,-122.412611,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,Mo-Fr:7AM-8AM/9AM-10AM/12PM-1PM/8PM-9PM,,,2/13/2017,1,3/31/2018 0:00,"(37.7638066535277, -122.412610953897)"
934564,M M Catering,Truck,3144000,BROADWAY: FRONT ST to BATTERY ST (100 - 199),100 BROADWAY,0141003B,141,003B,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6012663.956,2118920.369,37.79886407,-122.4002636,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,Mo-Fr:10AM-11AM,,,2/13/2017,1,3/31/2018 0:00,"(37.7988640669494, -122.400263583781)"
934362,Mob Dog,Push Cart,8745201,MARKET ST: 03RD ST \ KEARNY ST to GRANT AVE \ OFARRELL ST (700 - 748) -- NORTH --,720 MARKET ST,312004,312,4,17MFF-0068,REQUESTED,Hot Dogs: Chips: Bottled Drinks,6011475.041,2114841.614,37.78759842,-122.4040904,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0068&ExportPDF=1&Filename=17MFF-0068_schedule.pdf,Th/Fr/Sa:8AM-10PM,,,2/13/2017,0,5/6/2018 0:00,"(37.7875984155546, -122.404090439434)"
934560,M M Catering,Truck,9206000,MISSISSIPPI ST: END to CESAR CHAVEZ ST (1200 - 1299),1200 MISSISSIPPI ST,4288003,4288,3,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6014017.542,2101712.689,37.75169104,-122.3943742,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,Mo/Tu/We/Th/Fr:12AM-5AM;Sa:2PM-6PM;Mo-Fr:3PM-6PM,,,2/13/2017,1,3/31/2018 0:00,"(37.7516910357229, -122.394374213263)"
934563,M M Catering,Truck,12044000,SPEAR ST: MARKET ST to MISSION ST (1 - 99),45 SPEAR ST,3713006,3713,6,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6014186.566,2117071.214,37.79387151,-122.3948652,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,Mo-Fr:7AM-8AM/9AM-11AM/12PM-1PM,,,2/13/2017,1,3/31/2018 0:00,"(37.7938715071506, -122.394865238621)"
934572,M M Catering,Truck,6729000,HARRISON ST: LANGTON ST to CHESLEY ST (1113 - 1144),1140 HARRISON ST,3755023,3755,23,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6010297.861,2110271.569,37.77498431,-122.4078409,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,Mo-Fr:9PM-10PM,,,2/13/2017,1,3/31/2018 0:00,"(37.7749843060688, -122.40784088806)"
934571,M M Catering,Truck,9094000,MISSION ST: ANNIE ST to 03RD ST (663 - 699),667 MISSION ST,3722067,3722,67,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6012350.571,2114444.914,37.78655805,-122.4010334,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,Mo-Fr:8PM-9PM,,,2/13/2017,1,3/31/2018 0:00,"(37.7865580501799, -122.40103337535)"
934567,M M Catering,Truck,7196000,INDIANA ST: 22ND ST to TUBBS ST (1000 - 1099),1095 INDIANA ST,4170010,4170,10,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6015168.427,2103589.069,37.75690709,-122.3905254,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,Mo-Fr:6PM-7PM,,,2/13/2017,1,3/31/2018 0:00,"(37.7569070856214, -122.390525368135)"
934566,M M Catering,Truck,192201,03RD ST: 23RD ST to 24TH ST (2700 - 2798) -- WEST --,2700 03RD ST,4230001,4230,1,17MFF-0109,REQUESTED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6015750.256,2102782.473,37.7547246,-122.3884569,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,Mo-Fr:6PM-7PM,,,2/13/2017,1,3/31/2018 0:00,"(37.7547246040128, -122.388456870373)"
955616,Tacos Santo Toribio,Truck,12628000,TOLAND ST: NEWCOMB AVE to OAKDALE AVE (900 - 999),928 TOLAND ST,5597A001,5597A,1,17MFF-0171,REQUESTED,tacos,6011869.691,2098089.783,37.74162369,-122.4015472,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0171&ExportPDF=1&Filename=17MFF-0171_schedule.pdf,,,,3/23/2017,0,,"(37.7416236862353, -122.401547206397)"
934371,Taza Halal Cart,Push Cart,8742202,MARKET ST: BATTERY ST to SUTTER ST (540 - 558) -- NORTH --,532 MARKET ST,290012,290,12,17MFF-0072,ONHOLD,Chicken Gyro: Lamb Gyro: Chiken Gyro Plate: Lamb Gyro Plate: Combination Gyro Plate.,6012582.228,2115893.453,37.79054832,-122.4003337,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0072&ExportPDF=1&Filename=17MFF-0072_schedule.pdf,Mo-We:9AM-8PM,,,2/13/2017,0,6/29/2018 0:00,"(37.7905483181832, -122.400333673679)"
997504,Munch India,Truck,10624001,POST ST: MONTGOMERY ST to LICK PL (1 - 40),Assessors Block /Lot,,,,17MFF-0187,REQUESTED,Daily rotating menus consisting of various local & organic vegetable: poultry: meat: seafood : rice & bread dishes.,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0187&ExportPDF=1&Filename=17MFF-0187_schedule.pdf,,,,7/19/2017,0,7/19/2017 0:00,"(0, 0)"
840504,Taqueria Lolita,Truck,5336000,EVANS AVE: QUINT ST to RANKIN ST (1700 - 1799),750 PHELPS ST,5280001,5280,1,16MFF-0128,SUSPEND,Tacos: burritos: quesadillas: combination plates: tortas: tostadas,6014320.244,2097246.796,37.73944545,-122.393015,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0128&ExportPDF=1&Filename=16MFF-0128_schedule.pdf,Mo-We:7AM-3PM,,8/1/2017 0:00,6/22/2016,0,3/15/2018 0:00,"(37.7394454528691, -122.393014986698)"
848080,Taqueria Lolita,Truck,10927000,RANKIN ST: DAVIDSON AVE to EVANS AVE (200 - 299),1700 EVANS AVE,5227001,5227,1,16MFF-0128,SUSPEND,Tacos: burritos: quesadillas: combination plates: tortas: tostadas,6014950.929,2099216.653,37.74488929,-122.390972,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0128&ExportPDF=1&Filename=16MFF-0128_schedule.pdf,Th/Fr/Sa:7AM-3PM,,8/1/2017 0:00,6/22/2016,0,3/15/2018 0:00,"(37.744889286143, -122.390971976935)"
1001542,Bonito Poke,Truck,7165000,ILLINOIS ST: 16TH ST to MARIPOSA ST \ TERRY A FRANCOIS BLVD (400 - 599),409 ILLINOIS ST,3940003,3940,3,16MFF-0141,REQUESTED,Bonito Poke Bowls & Various Drinks,6016152.963,2106970.029,37.76624505,-122.3873563,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0141&ExportPDF=1&Filename=16MFF-0141_schedule.pdf,Th/Fr/Sa:10AM-10PM,,,11/28/2016,0,,"(37.7662450471029, -122.387356286511)"
